기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20181001151500,84342.0,64780.1,67700.0,19561.9,30.1974,17123.9,26.4339
20181001152000,84342.0,64986.3,67700.0,19355.7,29.7843,16917.7,26.0327
20181001152500,84342.0,65326.3,67700.0,19015.7,29.1087,16577.7,25.3767
20181001153000,84342.0,65232.2,67700.0,19109.8,29.295,16671.8,25.5576
20181001153500,84342.0,65228.6,67700.0,19113.4,29.3021,16675.4,25.5645
20181001154000,84342.0,65502.2,67700.0,18839.8,28.7621,16401.8,25.0401
20181001154500,84342.0,65697.5,67700.0,18644.5,28.3794,16206.5,24.6684
20181001155000,84342.0,66003.6,67700.0,18338.4,27.7839,15900.4,24.0902
20181001155500,84342.0,65831.4,67700.0,18510.7,28.1183,16072.7,24.4149
20181001160000,84342.0,66068.3,67700.0,18273.7,27.6587,15835.7,23.9686
20181001160500,84342.0,66049.7,67700.0,18292.3,27.6948,15854.3,24.0037
20181001161000,84342.0,65671.3,67700.0,18670.7,28.4306,16232.7,24.7181
20181001161500,84342.0,66237.5,67700.0,18104.5,27.3326,15666.5,23.6519
20181001162000,84342.0,66057.5,67700.0,18284.5,27.6797,15846.5,23.989
20181001162500,84342.0,66593.3,67700.0,17748.7,26.6523,15310.7,22.9913
20181001163000,84342.0,66341.1,67700.0,18000.9,27.1339,15562.9,23.4589
20181001163500,84342.0,66455.2,67700.0,17886.8,26.9155,15448.8,23.2469
20181001164000,84436.0,66249.3,67700.0,18186.7,27.452,15748.7,23.7719
20181001164500,84436.0,66398.1,67700.0,18037.9,27.1662,15599.9,23.4945
20181001165000,84436.0,66438.3,67700.0,17997.7,27.0893,15559.7,23.4197
20181001165500,84436.0,66565.6,67700.0,17870.4,26.8463,15432.4,23.1837
20181001170000,84436.0,66447.8,67700.0,17988.2,27.0713,15550.2,23.4022
20181001170500,84436.0,66163.6,67700.0,18272.4,27.617,15834.4,23.9322
